account_index,ml_score,anomaly_score,typology_label,risk_score,risk_tier,true_label
89,3.319151867721458e-07,16.203899755392207,Exploited Mule,6.180585212245221,Low,0
90,9.879214117956489e-06,30.714487486035928,Exploited Mule,8.357180532315978,Low,0
91,1.5950712296908327e-05,5.368905130072418,Exploited Mule,4.555347732545086,Low,0
92,1.1279317949152667e-06,43.6270109549033,Exploited Mule,10.294052489184342,Low,0
93,5.355311835285961e-07,18.043994048424985,Exploited Mule,6.456599508912135,Low,0
94,3.4117807677896416e-07,3.7749744986713463,Exploited Mule,4.31624643068426,Low,0
95,3.103809189853107e-07,19.897270446685024,Exploited Mule,6.734590799788443,Low,0
96,1.0795740479936019e-05,21.753182238617136,Exploited Mule,7.012985432597931,Low,0
97,4.865589018726568e-05,13.319849430188887,Exploited Mule,5.748013906445974,Low,0
98,6.349562024640727e-07,9.50845825296147,Exploited Mule,5.176269214161373,Low,0
99,0.0001061716862794937,22.202134730894425,Exploited Mule,7.080399838398874,Low,0
100,7.239122244366724e-07,14.146618681350477,Exploited Mule,5.87199334513674,Low,0
101,0.00011139758592226123,8.899955626900674,Exploited Mule,5.085076892224543,Low,0
102,1.0103491293843743e-05,19.633806032513384,Exploited Mule,6.695078482495479,Low,0
103,4.553306961789497e-07,20.937464343917313,Exploited Mule,6.89061999308562,Low,0
104,6.060140045869995e-07,14.50458974416697,Exploited Mule,5.925688916135549,Low,0
105,7.345435893803962e-07,14.255989245864278,Exploited Mule,5.8883989377873345,Low,0
106,3.3411103080124144e-05,38.78796632742579,Exploited Mule,9.568220007441179,Low,0
107,7.81022422912854e-06,13.38812715354861,Exploited Mule,5.758224930700464,Low,0
108,6.848010251964751e-07,17.94779196792681,Exploited Mule,6.442169308789791,Low,0
109,0.00021822269432315508,23.260574835497003,Complicit Mule,13.489249892345292,Low,0
110,1.2949736174539696e-06,30.686107798887384,Exploited Mule,8.35291714106332,Low,0
111,0.0017291717112161676,37.086305077023624,Exploited Mule,9.314242640336957,Low,0
112,5.5276749652945254e-05,16.36918708880317,Exploited Mule,6.205419520882716,Low,0
113,2.594469059397884e-06,47.146690911475275,Exploited Mule,10.822005582573086,Low,0
114,2.7492389286151594e-06,22.11890595755115,Exploited Mule,7.067837955561869,Low,0
115,2.6404338947656454e-06,38.9701030298483,Exploited Mule,9.595517434802666,Low,0
116,6.131816063592195e-07,55.818839129178606,Exploited Mule,12.122826329262995,Low,0
117,1.5360233121195818e-06,19.986034889387504,Exploited Mule,6.74790638542561,Low,0
118,0.0014564699457159263,14.692351059838828,Exploited Mule,5.954945011435111,Low,0
119,6.875621927019092e-07,22.603497768181185,Exploited Mule,7.140525180898823,Low,0
120,5.045807218823849e-06,4.9636220674152245,Exploited Mule,4.494547094467698,Low,0
121,3.816849325570384e-05,13.893718901671614,Exploited Mule,5.834086461620684,Low,0
122,1.1634379011104865e-06,65.53478126949568,Exploited Mule,13.580218063002777,Low,0
123,1.2605422185075272e-07,27.431890977441476,Exploited Mule,7.864783741156888,Low,0
124,4.217777783810565e-06,41.63663861182479,Exploited Mule,9.995498955107056,Low,0
125,3.7516052274124697e-07,15.701173038428298,Exploited Mule,6.105176237134637,Low,0
126,6.030852284510716e-07,39.03885367443163,Exploited Mule,9.605828503478666,Low,0
127,1.9798192924004587e-06,14.253414530261587,Exploited Mule,5.888013664403708,Low,0
128,1.187772888680227e-06,15.460594798360008,Exploited Mule,6.069090110583668,Low,0
129,4.575293500469455e-06,12.433222267262376,Exploited Mule,5.614986771559482,Low,0
130,2.097190775383515e-05,21.40413518234165,Exploited Mule,6.960636006282064,Low,0
131,1.4103502681535307e-06,25.181218843179117,Exploited Mule,7.527183884239569,Low,0
132,1.2905660886749626e-06,29.03808052649395,Exploited Mule,8.105713046898659,Low,0
133,0.039821680926574766,19.6580677140112,Exploited Mule,6.728576417796612,Low,0
134,3.1253732571056927e-07,16.599448856530785,Exploited Mule,6.239917562882612,Low,0
135,2.7454478284600133e-06,25.198432908943012,Exploited Mule,7.529766995427323,Low,0
136,0.0010813039852588706,19.50038092974503,Exploited Mule,6.675868117450699,Low,0
137,2.084055415565569e-05,13.919204657394532,Exploited Mule,5.837896329024797,Low,0
138,4.938262169905078e-06,16.394204811785954,Exploited Mule,6.209134425464521,Low,0
139,1.8234093884062493e-05,46.71121271496043,Exploited Mule,10.756695582814478,Low,0
140,4.1260197162782683e-07,18.001213602133276,Exploited Mule,6.45018234977147,Low,0
141,3.560805716370244e-07,12.816597333956926,Exploited Mule,5.672489867153968,Low,0
142,6.693737730900935e-07,15.919665317533607,Exploited Mule,6.137950299660371,Low,0
143,1.962381095496203e-07,8.328022328850603,Exploited Mule,4.999203496506173,Low,0
144,4.890769487945339e-06,13.321503023016447,Exploited Mule,5.748229121529583,Low,0
145,0.002501830905649122,11.979549405567516,Exploited Mule,5.548808784014365,Low,0
146,2.0961707016717453e-06,23.821743428831915,Exploited Mule,7.323263086452814,Low,0
147,2.8805059314822483e-06,11.791172181695334,Exploited Mule,5.518677987633749,Low,0
148,5.752665514107664e-07,14.966332027922704,Exploited Mule,5.994950235638319,Low,0
149,1.2558884648426913e-05,13.491203978823762,Complicit Mule,12.02369001598705,Low,0
150,8.697333008259174e-07,37.07545457714008,Complicit Mule,15.561318838870989,Low,0
151,2.4689990028439895e-06,20.54924277278246,Complicit Mule,13.082388267666621,Low,0
152,2.6250520903640137e-07,25.29761967116123,Exploited Mule,7.544643147553092,Low,0
153,2.141036363414813e-06,22.0757725563706,Exploited Mule,7.061367489232863,Low,0
154,2.6564164504748655e-07,9.833752670740452,Exploited Mule,5.225063099842302,Low,0
155,7.749760476899009e-05,19.666662268101803,Exploited Mule,6.7000574634188474,Low,0
156,1.4732841245555915e-06,16.395497411784792,Exploited Mule,6.209325716730813,Low,0
157,4.026590559450567e-06,27.489538332460203,Exploited Mule,7.87343376981195,Low,0
158,2.1353677133942748e-06,14.155012874392753,Exploited Mule,5.873253532684698,Low,0
159,1.3617816925107522e-05,20.523109145150563,Exploited Mule,6.828476585135279,Low,0
160,2.0994539472938143e-05,21.488262409854595,Exploited Mule,6.973255107382794,Low,0
161,5.989043826176237e-07,11.306477116207494,Exploited Mule,5.445972016609412,Low,0
162,2.9161316223487703e-07,18.439070023185966,Exploited Mule,6.515860722187767,Low,0
163,2.390181754479989e-06,9.745956818085327,Complicit Mule,11.461895315349114,Low,0
164,5.90392068137517e-07,17.069549503816766,Complicit Mule,12.560432868366567,Low,0
165,0.00028680006902702024,17.762411523577168,Exploited Mule,6.414576828588346,Low,0
166,1.9183775935794977e-06,32.226836113313304,Complicit Mule,14.834026855780191,Low,0
167,5.448480033331473e-07,12.720547585585443,Exploited Mule,5.658082546473819,Low,0
168,1.5967653962301056e-06,10.866641320347425,Exploited Mule,5.3799973956261615,Low,0
169,4.878498140027314e-06,27.63927134945682,Exploited Mule,7.895894361292129,Low,0
170,1.0599118448839121e-06,27.59423672307083,Exploited Mule,7.889136303394508,Low,0
171,3.171115879519167e-05,10.281002362056926,Exploited Mule,5.292174137677636,Low,0
172,4.893811962536223e-07,21.412301813000827,Exploited Mule,6.961845638986022,Low,0
173,0.0002115886538192719,12.577958921362557,Complicit Mule,11.886852529694748,Low,0
174,2.8905986044934847e-06,29.415940870116415,Exploited Mule,8.162393298466416,Low,0
175,4.497778379413318e-07,27.62175292319038,Complicit Mule,14.143263275811934,Low,0
176,2.7369906781717294e-07,22.749551315772393,Exploited Mule,7.16243290264016,Low,0
177,1.4147974066170899e-06,6.323164016347395,Exploited Mule,4.698475663550164,Low,0
178,4.594108608906921e-06,18.570929182384244,Exploited Mule,6.535642822939094,Low,0
179,2.915016591027368e-06,14.731819692143157,Exploited Mule,5.9597751400839165,Low,0
180,6.29262550129089e-07,20.21293745897597,Exploited Mule,6.781941090793309,Low,0
181,1.6842152726406255e-07,21.618821796518315,Exploited Mule,6.992823395793893,Low,0
182,2.9283732978082327e-06,39.75701066676766,Exploited Mule,9.713553796295123,Low,0
183,0.0001534050211494252,10.601592199825905,Exploited Mule,5.340353883739748,Low,0
184,5.510359076908079e-05,37.318447661115684,Exploited Mule,9.347808476860429,Low,0
185,1.1066468768074725e-05,14.710900505752859,Exploited Mule,5.956643375714505,Low,0
186,6.276075134950334e-07,9.95330824372057,Exploited Mule,5.242996707263721,Low,0
187,7.19229046739623e-05,12.191006067562688,Exploited Mule,5.578704852312909,Low,0
188,1.4792563967477435e-06,2.8838115395316746,Exploited Mule,4.182572840372049,Low,0
189,6.02618572075461e-07,6.463888878853432,Exploited Mule,4.719583783791944,Low,0
190,2.8612065475993346e-07,7.566259343681102,Exploited Mule,4.8849391161426565,Low,0
191,5.602281603027185e-06,17.569964099325116,Exploited Mule,6.38549881660997,Low,0
192,1.7880825892816005e-06,28.799408871901758,Exploited Mule,8.069912671847206,Low,0
193,7.306834951340226e-07,9.591897068398067,Exploited Mule,5.188785108272332,Low,0
194,6.824322638755655e-07,6.218502513743883,Exploited Mule,4.6827758888857804,Low,0
195,7.2094701042434e-07,48.59398282043204,Exploited Mule,11.039097963775063,Low,0
196,5.243049668278259e-06,23.9330630759092,Exploited Mule,7.3399633936736315,Low,0
197,8.12971348675621e-06,29.609840807417825,Exploited Mule,8.19148221839779,Low,0
198,6.614039005234887e-06,11.528609111423625,Exploited Mule,5.479296327242798,Low,0
199,3.8725237098310545e-07,17.107447026008384,Complicit Mule,12.566117344340537,Low,0
200,7.591239237879249e-06,4.178759631461585,Exploited Mule,4.376819638148667,Low,0
201,4.525326678467605e-05,17.853386938900382,Exploited Mule,6.428041980785146,Low,0
202,8.975418171898813e-07,8.090227464549207,Complicit Mule,11.213534792838743,Low,0
203,0.00032347197085468574,28.81863599975996,Exploited Mule,8.073038003942136,Low,0
204,1.6445886557729925e-05,12.94301333989303,Exploited Mule,5.691464335398873,Low,0
205,7.244230043827587e-05,22.761667396612822,Exploited Mule,7.1643044412172525,Low,0
206,0.0016522134543386965,21.36888717296863,Exploited Mule,6.956572236036049,Low,0
207,1.825014003163316e-06,27.801686219966985,Exploited Mule,7.92025430175555,Low,0
208,4.7050524527832667e-07,17.82575546424634,Complicit Mule,12.673863672515886,Low,0
209,1.5772501539900386e-06,24.752853243666404,Exploited Mule,7.462929169487577,Low,0
210,8.871662647067447e-06,70.48921945071282,Exploited Mule,14.323389571353907,Low,0
211,1.3192304624136026e-07,13.519980181258227,Exploited Mule,5.7779971261310195,Low,0
212,1.4850430576635328e-07,8.791184484231115,Exploited Mule,5.0686777840128965,Low,0
213,2.2822644491311824e-06,19.463939565335135,Complicit Mule,12.919592646498607,Low,0
214,5.320181702000162e-05,46.60180197316604,Exploited Mule,10.74031019733767,Low,0
215,1.8166026939060445e-07,7.701750970572249,Exploited Mule,4.9052627818310395,Low,0
216,1.3293913965610622e-06,2.6865313682683243,Complicit Mule,10.402980702283797,Low,0
217,4.5778961311629706e-05,22.825065576892744,Exploited Mule,7.173794170754896,Low,0
218,2.0812803259268006e-05,8.916786713363354,Exploited Mule,5.087533616606948,Low,0
219,5.094541642902967e-07,10.546673147049981,Exploited Mule,5.332001354148121,Low,0
220,3.27928007200559e-05,17.67235389617869,Exploited Mule,6.400877679027344,Low,0
221,2.809173347922859e-06,7.1763717171050025,Complicit Mule,11.07645786444576,Low,0
222,3.3062953943098245e-07,44.80154267099518,Complicit Mule,16.720231648621432,Low,0
223,1.711242820582118e-06,42.73547991564843,Complicit Mule,16.41032327077938,Low,0
224,8.390293402846676e-07,18.027688483906655,Exploited Mule,6.454153901858003,Low,0
225,0.0004625859912309089,31.397497741330774,Exploited Mule,8.45997160069304,Low,0
226,5.703846206186208e-05,21.676066413836377,Complicit Mule,13.251452740922003,Low,0
227,1.512651664493284e-06,15.441283265671183,Complicit Mule,12.316193624339427,Low,0
228,2.6152282443105756e-07,11.095365205534236,Exploited Mule,5.414304976972254,Low,0
229,1.2361079980068852e-06,17.29362659435916,Complicit Mule,12.594044916234873,Low,0
230,2.7751374008291316e-05,7.386332767591387,Complicit Mule,11.107970728669214,Low,0
231,1.4446051183416804e-05,7.517660804237362,Exploited Mule,4.877659955173993,Low,0
232,7.70605057329355e-07,17.770255304429337,Complicit Mule,12.665538873618193,Low,0
233,8.849134275848048e-05,15.697954342343838,Complicit Mule,12.354759519858645,Low,0
234,5.453113893639914e-07,8.540406466603125,Complicit Mule,11.28106137897401,Low,0
235,7.254068802744947e-07,21.98079164324336,Exploited Mule,7.047119290541664,Low,0
236,5.692718060838319e-07,24.834730756215393,Exploited Mule,7.475210040386164,Low,0
237,4.323573419902351e-06,9.835149553778159,Exploited Mule,5.225275675746789,Low,0
238,7.944623841899375e-07,8.19191010231204,Exploited Mule,4.978787111193594,Low,0
239,4.2027867691383495e-05,11.630404726240354,Exploited Mule,5.494592229836822,Low,0
240,4.35436174242392e-05,34.88619663897126,Exploited Mule,8.982962153558757,Low,0
241,5.474775337258381e-06,19.270051644545845,Exploited Mule,6.64051185276338,Low,0
242,4.66605057837933e-07,15.328795248768259,Complicit Mule,12.299319637269033,Low,0
243,9.58765961260661e-07,13.341583594325089,Complicit Mule,12.001238258223234,Low,0
244,1.4858839398217349e-05,21.800335485910207,Exploited Mule,7.020061467016079,Low,0
245,2.814287670629337e-06,15.35688536641117,Complicit Mule,12.303534915677428,Low,0
246,0.001296986887451093,5.418289619255221,Complicit Mule,10.813716183053872,Low,0
247,2.0112155638833073e-06,10.46287018699528,Exploited Mule,5.319432036460965,Low,0
248,1.0413488473521647e-06,21.408054358622365,Complicit Mule,13.21120893480499,Low,0
249,3.136264457900755e-06,60.87636091310399,Complicit Mule,19.13145648916394,Low,0
250,2.617274702285858e-06,31.76113720974975,Complicit Mule,14.76417254441849,Low,0
251,3.369931145857629e-05,22.565479693295213,Complicit Mule,13.384847228477875,Low,0
252,0.0010436163342811477,16.69787890704056,Complicit Mule,12.505464548306795,Low,0
253,2.7753343480900786e-06,14.344317740458527,Complicit Mule,12.15164974256954,Low,0
254,5.635180365173544e-07,11.140547741799319,Exploited Mule,5.421082583908426,Low,0
255,0.0001944059346706876,37.098168865870136,Complicit Mule,15.564871134331524,Low,0
256,0.00022219566009973774,17.260139158151834,Complicit Mule,12.58918752046785,Low,0
257,1.1555459584243414e-05,7.0912135939030145,Complicit Mule,11.063690705680141,Low,0
258,0.00010669791457386813,2.1696821379445983,Complicit Mule,10.32553234412762,Low,0
259,1.20711353456966e-06,23.952380622567368,Complicit Mule,13.592857998720255,Low,0
260,4.080293643065386e-06,28.991240901474917,Complicit Mule,14.34868919544147,Low,0
261,1.768897322670698e-05,33.05948943581572,Complicit Mule,14.958936682102278,Low,0
262,6.59419296064072e-07,20.60360158175868,Complicit Mule,13.090540731828273,Low,0
263,1.995482572212072e-06,3.759452495621082,Complicit Mule,10.563919370955091,Low,0
264,2.63122750713237e-05,26.894365257149385,Complicit Mule,14.034174522778711,Low,0
265,1.992134546136011e-06,6.721860691037037,Complicit Mule,11.008280597756466,Low,0
266,1.6067176321886552e-06,11.36119315816236,Complicit Mule,11.704180178762577,Low,0
267,0.0017555047112157017,27.282258567785913,Complicit Mule,14.093655413701299,Low,0
268,1.1020632861793757e-05,22.81651302150334,Complicit Mule,13.422485218700148,Low,0
269,5.123716709351316e-06,13.498680436107692,Complicit Mule,12.024805908203685,Low,0
270,0.001686614805785074,17.65068720453347,Complicit Mule,12.64886804178436,Low,0
271,0.0011233432271001002,22.06077556776635,Complicit Mule,13.309958842585278,Low,0
272,5.226221621137655e-06,10.487738587564886,Complicit Mule,11.573164707800949,Low,0
273,3.412897766464546e-06,3.155633078204021,Complicit Mule,10.473347521403928,Low,0
274,5.935914924010499e-05,15.558015078797258,Complicit Mule,12.33374678118152,Low,0
275,0.0006789310667342322,12.804455612609823,Exploited Mule,5.6711775401915245,Low,0
276,2.3607938419516678e-05,24.875012345175218,Complicit Mule,13.731269557730098,Low,0
277,6.424806300405672e-05,23.445546599708074,Complicit Mule,13.516880176003465,Low,0
278,2.073661137617273e-06,4.152480635886593,Complicit Mule,10.622873650628842,Low,0
279,6.101087393336652e-06,9.390989802268226,Complicit Mule,11.408653046155779,Low,0
280,6.759427518664191e-07,13.680342519693394,Complicit Mule,12.052051884911073,Low,0
281,1.1036948782168778e-05,9.610285823090969,Complicit Mule,11.441551151175233,Low,0
282,2.150021221704896e-06,9.12701912966098,Exploited Mule,5.119054481965064,Low,0
283,4.9954931922619785e-05,23.523420151076063,Complicit Mule,13.52855048886035,Low,0
284,1.1579060374826773e-05,23.718150380319983,Complicit Mule,13.557731241343278,Low,0
285,40.960873401458144,12.551859622263407,Complicit Mule,42.60343399443312,Medium,0
286,0.00016190141847388924,25.537444054662952,Complicit Mule,13.830738034263298,Low,0
287,2.3432277162935623e-05,14.08375508283934,Complicit Mule,12.112580836633773,Low,0
288,7.324580957232055e-07,16.514253600942663,Complicit Mule,12.477138589484971,Low,0
289,1.498788187101109e-06,15.692479390352586,Complicit Mule,12.353873032644028,Low,0
290,1.8940045092344208e-06,29.520221749046314,Complicit Mule,14.428034682860329,Low,0
291,0.0001442459070595893,30.76982994312464,Complicit Mule,14.615582675898992,Low,0
292,8.232425527516977e-05,12.089774503201005,Complicit Mule,11.813527918671607,Low,0
293,1.2753468797245226e-05,12.08838071962643,Complicit Mule,11.813266673045563,Low,0
294,2.9671272863016e-07,10.049480822807995,Complicit Mule,11.507422345955746,Low,0
295,1.488372789018442e-05,10.085769952222407,Complicit Mule,11.51287665562928,Low,0
296,1.1778740836127368e-05,13.113442714715543,Complicit Mule,11.967025241262958,Low,0
297,2.125454476072578e-06,20.10753645936294,Complicit Mule,13.016132062995299,Low,0
298,0.0003895934619585179,18.60931436622259,Complicit Mule,12.791689350029857,Low,0
299,8.995004416706735e-07,15.975726106937053,Exploited Mule,6.14635959066589,Low,0
300,1.21287309689298e-06,10.158695283987328,Complicit Mule,11.523805202252921,Low,0
301,7.219556930869559e-06,25.903665341892406,Complicit Mule,13.885555215951559,Low,0
302,3.8992638911555523e-07,2.842103496781538,Complicit Mule,10.426315816962022,Low,0
303,1.1322794645673075e-06,4.837044816339909,Complicit Mule,10.725557571660584,Low,0
304,1.4186977329138813e-07,6.567323190367737,Complicit Mule,10.985098584957491,Low,0
305,0.0002484991614545393,17.339474787810772,Complicit Mule,12.601107592542707,Low,0
306,7.083351994759968e-07,12.485660536647007,Complicit Mule,11.87284961174845,Low,0
307,2.408775474648375e-06,12.56940355521253,Complicit Mule,11.885412339863485,Low,0
308,1.0347063420457368e-06,28.79476149507263,Complicit Mule,14.31921500029065,Low,0
309,4.0746912867455495e-05,15.402313765772547,Complicit Mule,12.310377625050533,Low,0
310,2.26095813741148e-06,31.492878485036304,Complicit Mule,14.723933468474048,Low,0
311,5.551540516636637e-07,44.64067208513826,Complicit Mule,16.69610122913628,Low,0
312,1.0888594839013832e-06,41.90108004077285,Complicit Mule,16.28516282276054,Low,0
313,0.00031992438481586436,16.000209565356315,Complicit Mule,12.400271378092059,Low,0
314,1.5307990007927851e-06,10.899057681339597,Complicit Mule,11.634859800300191,Low,0
315,4.1625782596185244e-07,16.404205255869048,Complicit Mule,12.460631100573726,Low,0
316,1.930065845798601e-05,14.887718744202093,Complicit Mule,12.233172287124157,Low,0
317,4.173813973162896e-06,20.979925301355152,Complicit Mule,13.146991925563754,Low,0
318,4.788377051131368e-06,14.734439620981979,Complicit Mule,12.210169534430085,Low,0
319,1.3192106410837852e-05,13.11405106245582,Complicit Mule,11.967117553448182,Low,0
320,4.742370271142995e-05,17.024007036292332,Complicit Mule,12.553636623220882,Low,0
321,8.413313896453321e-07,36.25080450233891,Complicit Mule,15.437621306349378,Low,0
322,1.2175649208116867e-06,5.501081679297563,Complicit Mule,10.825163165068325,Low,0
323,3.776458180831154e-07,12.135505328628822,Complicit Mule,11.820326082528688,Low,0
324,0.0011996538485606113,5.435062218434756,Complicit Mule,10.816159073151633,Low,0
325,3.9924114348647485e-06,21.334691056547918,Complicit Mule,13.200206652790763,Low,0
326,2.87564745447782e-05,16.12572202718837,Complicit Mule,12.418879871434164,Low,0
327,2.3575734111587766e-06,17.81724125145977,Complicit Mule,12.672587955899024,Low,0
